,post_id,date_comment,text_comment
369,1168,2023-09-03 12:24:02+00:00,"Как вы там живете сельчане? - а то про вас неслышно и не видно даже в Казани! Помню строили его в чистом поле и через 10 лет там должно было жить 50 тыс человек но что-то сейчас в итоге 5 тыс пишут с дневными😢! От многих слышал что архитектура и инноваций в ит городе нет, такое впечатление что на отшибе живете! Вы чем там занимаетесь то в свободное время, свиней, коров и пр. посете? - хотя свежее эко сельхоз продукция полезна - я вот в городе живу и парой меланхолия какая-то наступит и думаешь уеду из города и буду у сельчан покупать их эко продукцию - работаю всё-равно много лет на удаленке и да сейчас менее комфортно конечно на удаленке работать - никуда не уехать заграницу и даже чтоб место дислокации сменить нужно разрешения😭 - ну вам это не понять! 
Кстати я предлогаю развивать инфраструктуру городскую, больницы первокласные и пр. - поскольку смотрю участки для жизни никто не покупает возле Иннополиса! - вот написал и понял что глупость сморозил какие больницы первоклассные в деревне и в соседних деревнях народу то нет чтоб заполняемость обеспечить! Ладно давайте там, крепитесь✊ и время от времени маекуйте на большую землю что вы ещё существуете и живете👍😁"
370,1168,2023-09-03 13:03:49+00:00,"Я что заходил то на канал, посмотреть где мост строят м12 и м.б. др какой-то построят и земельки прикупить под избушку😁, но в итоге ничего позитивного не увидел по инфраструктуре и это факт - из-за этого и не едут совсем в этот Верхнеуслонский район хотя 1 сотку земли много кто и продает за 100-200 тыс (на материке выгоднее жить)!!! Вообщем, предлагаю весь этот участок мун.района в т.ч. с иннополисом развивать для людей и большую привлекательность делать, для этого нужен мост не где м12 а по центру - на прямую чтоб из г. Казани, затем внедрить для этой пустоши бренд типа полицейский регион👮 где постоянно полицейские визде ездят и нет никакого воровства и пр. можно больших коптеров штук 20-30 запустить также чтоб делали облёт территории (не Иннополиса - он слишком маленький) - да и в наше время дроны это уже не что-то ноу-хау - пропишите код пускай большой коптер летает по маршрутам и видео аналитику можете повесить (я вас уверяю - это несложно) и надо всю эту территорию в порядок привести чтоб люди хотели домики себе построить и м.б. к вам в город бы заезжали за продуктами в магазин (есть наверно большой) и вы хоть других людей бы там видели и общались!!!
И вообще с городом надо что-то делать чтоб он хоть чуть-чуть на ит город смахивал!"
371,1168,2023-09-03 13:45:31+00:00,"И кстати в наше время много кто на удаленке работает (владельцам выгодно), с интернетом проблем также не должно быть на всей территории😁 а то для меня и таких как я зем.участки бесполезны будут - от слова совсем!!! 😁 у меня сейчас коллеги по всей стране находятся на удаленке (коллеги кто из-за рубежа на удаленке работал уже с 2022 не работают😢) и все отмечают что при выборе местности для работы на удаленке проверять надо обязательно наличие стабильного интернета! 😁 так что вы можите увеличить численность посетителей Иннополиса делая инфраструктуру для удаленщиков не в городе - понятно что из города в иннополис работать удаленно никто не поедет, а вот участки прикупить для удалённой работы могут! 😁 и доставка на всей территории д.б. - а то мне в городе то парой лень за покупками ходить и надо чтоб в любое место доставка была! 😁"
372,1168,2023-09-03 13:52:27+00:00,"Вот представте сделаете территорию максимально комфортную для удаленщиков - у вас айтишников будет больше чем в инополисе и не только айтишников! 😁 и со всей страны! - ну это прям совсем выгодные и пр условия д.б.😁, а потом просто назовёте иннополисом не город из нескольких дамов а часть верхнеуслонского мун-та и тогда да получится считать в Татарстане целый регион с ит спецами и пр. 😁 
PS/у нас в компании по итогу 2022 года сообщили что ит спецов только + 1 тысячу наняли по всей стране (DE в основном, DS, DA, DDevOps и пр.)! - вот это масштаб! И кстати в России ещё ниодин регион не взял в оборот себе удаленщиков!😉"
373,1162,2023-09-01 08:15:47+00:00,
374,1162,2023-09-01 08:35:27+00:00,"Мне нравится как развивается этот город хоть в нём и не живу
(~вывод это город мечты~)"
375,1162,2023-09-01 09:55:31+00:00,Я видимо не один такой)))
376,1162,2023-09-01 10:15:12+00:00,"В школе 1028 учеников. Не получилось остановиться на 1024...

Прийдется теперь расти до цифры 2048..."
377,1162,2023-09-01 12:03:54+00:00,"В школах также мест нет, отказывают в приёме детей , это не город будущего"
378,1162,2023-09-01 14:33:49+00:00,Все будет в будущем
379,1153,2023-08-31 13:26:47+00:00,"https://t.me/innopolistg/1076?single
Хочу такое про сентябрь.."
380,1153,2023-08-31 13:27:19+00:00,Будет 👌
381,1153,2023-08-31 13:27:56+00:00,Ещё хочу сюда реакцию с рукопожатием. Как в супере сделали...
382,1153,2023-08-31 13:28:06+00:00,Блин какое бы третье желание загадать...
383,1153,2023-08-31 13:31:16+00:00,Согласовано!
384,1153,2023-09-01 11:49:50+00:00,Хочу горячую воду
385,1153,2023-09-01 11:50:18+00:00,А то позорище какое-то
386,1153,2023-09-01 11:58:50+00:00,"Котельная уже запущена. Сейчас вода нагревается, в течение дня появится в квартирах"
387,1151,2023-08-30 12:15:16+00:00,❤️❤️❤️
388,1151,2023-08-31 18:10:52+00:00,"Это так неожиданно. 
У нас есть ещё и Булгарская история.
Про историю Великой Болгарии, Волжско-Камской Булгарии и вообще Болгарского ханства и его правителей можно создавать полноценные исторические видеофильмы и даже компьютерные игры.
Было бы круто."
389,1150,2023-08-29 14:47:21+00:00,Ёу!!🔥
390,1150,2023-08-29 14:51:17+00:00,восторг!
391,1150,2023-08-29 14:53:49+00:00,🎶
392,1150,2023-08-29 14:56:21+00:00,
393,1150,2023-08-29 15:13:39+00:00,Где то в мире плачет один Skrillex🥲
394,1150,2023-09-07 20:31:31+00:00,Круто🔥🕺
395,1144,2023-08-31 06:31:42+00:00,"Подскажите, пожалуйста, каков правовой статус города Иннополис?"
396,1139,2023-08-27 08:20:08+00:00,класс
397,1139,2023-08-27 09:37:18+00:00,Где можно будет посмотреть фотографии?
398,1139,2023-08-27 09:40:50+00:00,"В нашей группе в ВК 🙌🏻
vk.com/innopolis"
399,1139,2023-08-27 10:30:19+00:00,Спасибо ❤️
400,1138,2023-08-25 14:36:56+00:00,Насыщенная программа планируется👍жаль что меня не будет в эти даты дома
401,1138,2023-08-25 17:05:33+00:00,"""Манго Буст"" ТОП❤️"
402,1138,2023-08-28 09:49:17+00:00,"Скажите, пожалуйста, будет ли салют?)"
403,1138,2023-08-28 13:55:50+00:00,"Нет, готовим нечто особенное)"
404,1127,2023-08-23 13:02:35+00:00,"С каждым разом поднимается уровень и популярность мероприятий, продолжайте в том же духе!)"
405,1127,2023-08-23 13:04:26+00:00,
406,1127,2023-08-23 13:09:06+00:00,Когда следующее такое мероприятие?)
407,1127,2023-08-23 13:11:50+00:00,Следите на анонсами в канале @innoevents
408,1126,2023-08-23 12:36:57+00:00,А с каких классов можно попасть в университет Иннополиса?
409,1126,2023-08-23 12:38:15+00:00,После 11 😅
410,1126,2023-08-23 12:39:08+00:00,Просто нам на экскурсии сказали 6-7 класса...
411,1126,2023-08-23 12:41:06+00:00,Это в Лицей Иннополис принимают с 7 класса 🙌
412,1126,2023-08-23 15:16:02+00:00,А в 8-ом можно?
413,1126,2023-08-23 15:16:19+00:00,"Можно, но только при наличии свободных мест в лицее"
414,1120,2023-08-21 15:46:39+00:00,"Инно, какие же вы крутые, как же я вас 💚"
415,1120,2023-08-21 15:46:54+00:00,
416,1120,2023-08-21 15:47:18+00:00,
417,1120,2023-08-22 02:28:26+00:00,"Это просто МЕГА ПОТРЯСССС РЕБЯТА, всем бы ТАК ЖИТЬ!!! СРОЧНО ХОЧУ К ВАМ!!!"
418,1120,2023-08-22 06:17:13+00:00,
419,1119,2023-08-21 09:41:41+00:00,"теперь в CS:GO угроза ""я вычислю тебя по IP"" приобретает серьёзный характер"
420,1118,2023-08-20 17:52:04+00:00,"(Все кандидаты, успешно прошедшие отбор, получают образовательный грант, покрывающий от 25% до 100% стоимости обучения) это правда?"
421,1118,2023-08-21 09:40:33+00:00,"Да, абитуриенты, которые хорошо себя показывают при отборе, могут получить грант на обучение"
422,1118,2023-08-21 10:38:48+00:00,"А что, можно даже 100%?"
423,1118,2023-08-21 10:40:49+00:00,"Да, можно получить грант на полное обучение 🙌🏻"
424,1118,2023-08-21 10:41:47+00:00,🤩
425,1105,2023-08-16 17:02:37+00:00,Кто знает когда во сколько будет гонка Дронов?
426,1105,2023-08-16 17:08:08+00:00,"18 и 19 августа. 18 — с 16:00 до 19:00 будут финалы личного зачета, 19 — где-то с 17:00 до 19:00 — финалы командного зачета"
427,1105,2023-08-16 17:09:06+00:00,"А так, оба дня с 10 до 19 будет работать академия Дронов: мастер-классы по пилотированию, игры с дронами в баскетбол и крестики-нолики и другое :)"
428,1105,2023-08-16 17:11:58+00:00,Спасибо
429,1105,2023-08-16 17:13:09+00:00,"Там наша собака, белая, на деревяшке, лаки❤️"
430,1105,2023-08-16 17:29:04+00:00,Ути божечки
431,1105,2023-08-17 08:17:21+00:00,"Подскажите, пожалуйста, а где можно посмотреть остальные фотографии?"
432,1105,2023-08-17 08:20:05+00:00,На следующей неделе выложим в нашем [паблике ВК](https://vk.com/innopolis)
433,1104,2023-08-16 16:26:39+00:00,Добрый вечер скажите пожалуйста а как откликнуться на вашу вакансию?
434,1104,2023-08-16 16:54:53+00:00,"Добрый вечер, вы очень грамотны!"
435,1104,2023-08-16 16:55:34+00:00,Перейти по ссылки и откликнуться 🙌🏻
436,1104,2023-08-16 19:50:11+00:00,"Да но, в посте нет ссылки, куда переходить то?"
437,1104,2023-08-16 19:51:13+00:00,Все названия вакансий — это ссылки на них
438,1104,2023-08-16 19:51:59+00:00,"Ясно, спасибо ;)"
439,1104,2023-08-29 09:38:16+00:00,"Нужны ли люди творческих профессий в Иннополисе , художник или преподаватель соц. танцев ?"
440,1104,2023-09-05 06:59:48+00:00,Нужны всезнайки)))))
441,1103,2023-08-16 08:40:15+00:00,Круто. Мы придём😁
442,1103,2023-08-16 08:40:41+00:00,Ждём 🙌
443,1103,2023-08-16 08:45:10+00:00,Точный адрес можно
444,1103,2023-08-16 08:48:27+00:00,https://yandex.ru/maps/-/C-gCjcs
445,1103,2023-08-16 10:32:59+00:00,Вход сколько?
446,1103,2023-08-16 10:48:46+00:00,"Пока 400 рублей, потом будет дороже"
447,1103,2023-08-16 13:14:02+00:00,А есть чат AI conference?
448,1103,2023-08-16 14:30:13+00:00,"Есть даже лучше — канал с комментариями!
@AIIN2023"
449,1103,2023-08-18 16:19:48+00:00,Дайе ваш номер?
450,1103,2023-08-18 16:19:53+00:00,"Не можем доехать, не найдём по координатам"
451,1103,2023-08-18 16:21:54+00:00,"При съезде с дороги поставили указатели, чтобы не потеряться"
452,1103,2023-08-18 16:25:45+00:00,Ни одного не видели
453,1103,2023-08-18 16:25:55+00:00,Едем вдоль берега напротив Свияжска
454,1103,2023-08-18 16:25:59+00:00,Правильно?
455,1103,2023-08-18 16:26:07+00:00,"Дайте номер, пожалуйста"
456,1103,2023-08-18 16:26:20+00:00,"Дайте номер, пожалуйста"
457,1103,2023-08-18 16:27:23+00:00,Лучше ехать через технопарк Попова
458,1103,2023-08-18 16:29:30+00:00,Через веденскцю можно подняться или развернуться?
459,1103,2023-08-18 16:30:19+00:00,Лучше через Иннополис. Там нормальная дорога
460,1103,2023-08-18 16:31:20+00:00,"Сразу бы написали (((
Навигатор построил по другому"
461,1102,2023-08-15 17:19:11+00:00,Спасибо всем кто принимал активное участие в организации этого культурного мероприятия☺️Получили массу положительных впечатлений от вечера👍
462,1102,2023-08-15 17:21:15+00:00,
463,1102,2023-08-15 17:29:35+00:00,"хочу выразить благодарность!!!  🙏🏻😍☀️🕊️

Иннополис правда удивительное место! Мероприятия которые вы делаете ДЛЯ ЛЮДЕЙ - 🤍🤍🤍 

я не знаю еще такой город, где настолько чувствуется приятная атмосфера города 🫶🏻 

А оркестру Фантазия отдельная благодарность! Исполнение, отдача 😍  

Всем причастным спасибо 🥰"
464,1094,2023-08-15 18:24:00+00:00,"А турнир по теннису можно посмотреть как зритель? Я как раз в Казань на недельку прилетаю ))))
Хотя может и с ракеткой приеду"
465,1094,2023-08-15 18:25:21+00:00,"Да, на Fitness Fest можно будет прийти зрителем 🙌🏻"
466,1093,2023-08-14 09:33:49+00:00,"Может, хакнуть спутник?"
467,1093,2023-08-14 09:46:35+00:00,
468,1077,2023-08-02 21:03:38+00:00,Жалко нет онлайн трансляции или записи эфира по поиску семьи
469,1067,2023-08-01 14:56:18+00:00,
470,1067,2023-08-01 14:56:22+00:00,
471,1067,2023-08-01 14:56:25+00:00,
472,1067,2023-08-01 14:56:28+00:00,
473,1067,2023-08-01 14:56:31+00:00,
474,1067,2023-08-01 14:56:34+00:00,
475,1067,2023-08-01 14:56:36+00:00,
476,1067,2023-08-01 14:56:38+00:00,
477,1067,2023-08-01 14:56:40+00:00,
478,1067,2023-08-01 14:56:46+00:00,
479,1067,2023-08-01 14:56:49+00:00,
480,1067,2023-08-01 14:56:53+00:00,
481,1067,2023-08-01 14:56:57+00:00,
482,1067,2023-08-01 14:56:59+00:00,
483,1067,2023-08-01 14:57:04+00:00,
484,1067,2023-08-01 14:57:09+00:00,
485,1067,2023-08-01 14:57:12+00:00,
486,1067,2023-08-01 14:57:16+00:00,
487,1067,2023-08-01 14:57:20+00:00,
488,1067,2023-08-01 14:57:26+00:00,
489,1067,2023-08-01 14:57:29+00:00,
490,1067,2023-08-01 14:57:32+00:00,
491,1067,2023-08-01 14:59:12+00:00,Классные фотки! А где взять без календаря?)
492,1067,2023-08-01 14:59:59+00:00,"Да, очень крутые фотки 😍"
493,1067,2023-08-01 15:00:32+00:00,"фотки, супер!!!❤️"
494,1067,2023-08-01 15:02:36+00:00,Некоторые специально оставили без графики)
495,1067,2023-08-01 15:08:39+00:00,Зону «дерево» хочется на заставку телефона :) слишком профессионально снято 🤍
496,1067,2023-08-01 15:21:57+00:00,
497,1067,2023-08-01 15:21:57+00:00,Всё ради вас)
498,1067,2023-08-01 15:22:53+00:00,Спасибо огромное ❤️❤️❤️
499,1067,2023-08-09 08:18:51+00:00,"шикарные заставки, спасибо вам!"
500,1067,2023-08-10 16:51:24+00:00,Я была в Иннополисе мне там очень понравилось Жалко что далеко живу😕
501,1066,2023-07-31 10:16:44+00:00,
502,1066,2023-07-31 11:11:27+00:00,"Она уже сбросилась, так люди пишут"
503,1066,2023-07-31 11:14:38+00:00,Да. Уже прочитала ( жаль собаку
504,1066,2023-07-31 12:16:07+00:00,А если бы ребенок залез? За ним был тоже не пустили ? Уроды
505,1066,2023-07-31 12:16:44+00:00,город будущего ..
506,1066,2023-07-31 14:37:55+00:00,"Добрый день. Кто-то знает, расписание автобусов на сайте актуальное?"
507,1066,2023-07-31 14:45:33+00:00,"Да, расписание верное. О любых изменениях транспортная компания рассказывает в канале @innobus"
508,1066,2023-08-01 07:45:13+00:00,Обычное человеческое равнодушие! Которое убивает! 😢
509,1066,2023-08-01 13:20:31+00:00,А как у вас в городе с фрилансом вообще? Сложно устроиться?
510,1066,2023-08-01 14:12:21+00:00,Зависит от сферы и навыков. Всегда можно попробовать
511,1060,2023-07-28 15:08:06+00:00,Лучший город на земле
512,1060,2023-07-28 15:57:36+00:00,
513,1060,2023-07-28 15:57:36+00:00,
514,1060,2023-07-28 15:57:36+00:00,
515,1060,2023-07-28 15:57:36+00:00,
516,1060,2023-07-28 15:57:37+00:00,
517,1060,2023-07-28 15:57:37+00:00,
518,1060,2023-07-28 15:57:37+00:00,
519,1060,2023-07-28 15:57:37+00:00,
520,1060,2023-07-28 15:57:37+00:00,
521,1060,2023-08-01 14:52:06+00:00,"Всем добрый вечер. Я новый житель вашего прекрасного города. Хотелось бы узнать, как можно попасть в ваши группы в телеге среди жильцов. Мы купили таунхаус в Zion2. Буду очень благодарна, если примете в свои ряды😀"
522,1060,2023-08-01 14:52:37+00:00,В городские чаты добавляет консьерж-сервис. Напишите им @InnopolisHelp 🙌
523,1060,2023-08-02 13:34:50+00:00,Спасибо большое 👍
524,1060,2023-08-02 19:59:45+00:00,
525,1060,2023-08-02 20:00:49+00:00,
526,1056,2023-07-25 19:34:20+00:00,Классно
527,1056,2023-07-26 12:27:31+00:00,Как записаться на экскурсию?
528,1056,2023-07-26 12:29:45+00:00,"Вот контакты наших экскурсоводов 🙌
https://innopolis.ru/ru/tourism/excursions"
529,1056,2023-07-26 14:43:01+00:00,
530,1056,2023-07-26 14:43:09+00:00,
531,1050,2023-07-25 09:41:42+00:00,На начало августа планируются мероприятия?
532,1050,2023-07-25 09:42:45+00:00,"Конечно, скоро обо всём расскажем. Так же анонсы можно отслеживать в канале @innoevents"
533,1048,2023-07-21 14:03:54+00:00,Ок
534,1048,2023-07-21 16:03:37+00:00,"Понедэйлик
Кодорник
SRE-да
Мержверг
Тянется
Неработа
Озарение"
535,1048,2023-07-21 16:15:09+00:00,Берём в работу!
536,1048,2023-07-21 16:20:02+00:00,Это драфт. Его надо дорабатывать. Может быть сегодня драфтница?
537,1048,2023-07-22 08:19:02+00:00,а в Иннополисе есть мечеть или мусульмане?
538,1048,2023-07-22 08:24:11+00:00,"Да, брат, есть мусульмане. Мечети нет, ближайшая в поселке рядом
Вот чат мусульман:
https://t.me/innomuslim"
539,1047,2023-07-21 12:29:55+00:00,"просмотрел все вакансии, как будто я в Иннополисе живу"
540,1047,2023-07-21 13:00:19+00:00,А вы из Иннополиса?
541,1047,2023-07-21 13:00:41+00:00,нет
542,1047,2023-07-22 12:48:09+00:00,Почему-то совсем не нужны джависты 😢
543,1047,2023-07-22 13:39:38+00:00,Это нет все вакансии в городе. Можете найти что-то для себя на hh.ru
544,1047,2023-07-23 11:05:05+00:00,что мешает переехать :)
545,1046,2023-07-24 14:53:34+00:00,Расскажите пожалуйста мы в Уфе можем хоть онлайн посмотреть?
546,1046,2023-07-24 16:49:51+00:00,"а как тренироваться, если у нас запрещено летать везде?"
547,1046,2023-07-25 11:40:33+00:00,"Онлайн-трансляции не будет. В зоне зрителей будут 4 телевизора, транслирующие движение дронов на трассе"
548,1046,2023-07-25 11:41:05+00:00,Первый день Гонки дронов будет тренировочным. Гонка согласована со всеми инстанциями
549,1046,2023-08-10 10:41:06+00:00,"Подскажите, как согласовать с Администрацией съемку с Дрона свадебной регистрации в сквере?"
550,1045,2023-07-19 15:02:21+00:00,"Всё круто, только у меня буквы обрезаны на хроме"
551,1045,2023-07-19 15:03:40+00:00,Попробуйте закрыть и заново зайти на сайт. Всё должно верно отображается
552,1045,2023-07-19 15:50:28+00:00,"Я когда заходу на @InnaHelpBot и нажимаю на любую ссылку у меня сначала появляется окно с ссылкой, только потом я попадаю куда надо, это только у меня такое или у всех так?😄 если у всех то можно как-то сразу переход сделать на инфу а не от ссылке к ссылке а потом только инфа)"
553,1045,2023-07-19 15:50:33+00:00,
554,1045,2023-07-19 15:50:51+00:00,И это окно после каждого нажатия на ссылку)
555,1045,2023-07-19 16:56:49+00:00,"С инногайдом помогает кликать не на название раздела, а на треугольники. Тогда информация разворачивается, а не происходит переход по ссылке."
556,1045,2023-07-19 19:19:45+00:00,"А это правда то что вы планируете построить жилой комплекс ""Villa""?"
557,1045,2023-07-20 08:07:15+00:00,На данный момент такого в работе у нас нет. Только в старых проектах
558,1045,2023-07-20 08:20:47+00:00,"Ну и слава богу, я смотрел фотографии этого самого жилого комплекса, и я был в ужасе от увиденного, т.к жилой комплекс ""Villa"" очень похож на частные дома. Не хочу никого обидеть но я против того, чтоб в Иннополисе были частные дома, т.к они портят архитектуру города, я только за то, чтоб в Иннополисе были только многоквартирные дома и всё!"
559,1045,2023-07-20 17:17:27+00:00,А меня больше удивляет что квартиры которые продаются в Иннополисе около 25 млн даже косметического ремонта нет😳 просто это какие зарплаты должны быть и кто такие квартиры покупает?😱
560,1045,2023-07-21 08:25:24+00:00,У вас сайт не открывается
561,1045,2023-07-21 08:27:45+00:00,"Сейчас проверим. Пока можете зайти через другую версию, она работает
https://innopolis.com/ru"
562,1045,2023-07-21 08:48:11+00:00,"А где можно законы города почитать нормативно правовые акты, правила поведения и где штрафы указаны?"
563,1045,2023-07-21 08:49:20+00:00,"У нас действуют те же законы, что и по всей России 😅"
564,1045,2023-07-21 08:57:28+00:00,"А штрафов за выбрасывание мусора, типа как в сингапуре нет? Город может вроде местные порядки принять"
565,1045,2023-07-21 09:00:26+00:00,"У нас такие же правила, как и везде. А за порядком приглядывают наши жители и не бросают мусор просто так"
566,1045,2023-07-24 08:56:26+00:00,Ссылка не работает
567,1045,2023-07-24 08:56:52+00:00,"Добрый день!
А какая ссылка?"
568,1045,2023-07-24 08:59:41+00:00,Вот эта)
569,1041,2023-07-19 10:34:51+00:00,А когда в Иннополисе городские автобусы поедут?
570,1041,2023-07-19 10:43:58+00:00,"Нам особо и не нужно пока, весь город можно пешком обойти. Или прокатиться на беспилотнике 🙌"
571,1041,2023-07-19 11:45:15+00:00,"Тем временем Люберцы у которых площадь точно такая же как у Иннополиса, но при этом у них есть маршрутки и автобусы: 🗿"
572,1041,2023-07-19 11:49:56+00:00,"Там плотная застройка, а у нас пока лишь небольшая часть площади города занята"
573,1041,2023-07-19 12:02:26+00:00,А какая должна быть площадь у Иннополиса чтобы запустить автобусы?
574,1041,2023-07-19 12:37:02+00:00,"Мы смотрим не просто на площадь, а на спрос от наших жителей"
575,1041,2023-07-20 09:03:13+00:00,А где вы находитесь?
576,1041,2023-07-20 09:04:49+00:00,"В Татарстане, в 40 км от Казани 🙌"
577,1040,2023-07-17 10:59:21+00:00,А почему вы решили построить Иннополис именно в Татарстане? Почему не в Кубани например? Или хотя бы на Урале?
578,1040,2023-07-17 11:06:46+00:00,"Хотели сначала под Якутском построить, на самом деле"
579,1040,2023-07-17 11:06:57+00:00,"Но поняли, что там слишком хорошие условия"
580,1040,2023-07-17 11:12:49+00:00,"Лучше бы в Краснодарском крае построили, а не в Татарстане, т.к Татарстан рано или поздно может отделится от России."
581,1040,2023-07-17 11:18:35+00:00,Идею о строительстве предложил Раис Татарстана Рустам Нургалиевич Минниханов ещё в 2010 году
582,1040,2023-07-17 11:23:27+00:00,"Я просто боюсь то что Татарстан может отделится от России, т.к я хочу жить в Иннополисе, потому что это современный IT-город и он один такой в России!!!!! И поймите, я хочу жить в России, и там работать программистом, а Иннополис это единственный IT-город в России. А если Татарстан получит независимость, то где тогда мне жить?"
583,1040,2023-07-17 11:34:30+00:00,Не стоит об этом переживать)
584,1040,2023-07-17 11:35:17+00:00,Сколько тебе лет?
585,1040,2023-07-17 11:36:51+00:00,Вам это зачем?
586,1040,2023-07-17 11:37:32+00:00,Не отделится
587,1040,2023-07-17 11:38:26+00:00,"Если это правда, то слава богу. А то многие татары хотят независимости"
588,1040,2023-07-17 11:44:33+00:00,Чтобы понимать с человеком какого возраста общаемся
589,1040,2023-07-17 11:45:09+00:00,Мне 13
590,1040,2023-07-17 11:45:38+00:00,кто тебе это говорит?
591,1040,2023-07-17 11:47:17+00:00,https://youtu.be/XfAtLrXiqdE
592,1040,2023-07-18 10:28:56+00:00,
593,1040,2023-07-19 09:48:13+00:00,Что-то случилось?
594,1034,2023-07-14 13:26:18+00:00,А завтра что нибудь будет?
595,1034,2023-07-14 13:29:52+00:00,Завтра у нас [форум INDUSTRIX: Месторождение идей](http://industrix.sezinnopolis.ru/forum) и начало [Tinkoff CTF](https://v.tinkoff.ru/ctf.inno.2023)
596,1034,2023-07-14 15:02:29+00:00,"А когда вы будете строить новые жилые дома, то сколько в них будет этажей?"
597,1034,2023-07-14 15:04:00+00:00,Сейчас у нас строится новый жилой квартал с домами в 5-7 этажей 🙌
598,1034,2023-07-14 15:06:10+00:00,"А можно не 5-7 этажей, а 10 этажей? Я просто люблю жить в домах выше 9 этажей, т.к. я прожил всё своё детство в 9 этажке на 8 этаже."
599,1034,2023-07-14 15:08:04+00:00,"Пока мы строим малоэтажные дома, так как наши жители любят именно такие"
600,1034,2023-07-14 15:09:20+00:00,"Жаль, надеюсь в новых домах будет грузовой лифт? (Чтобы можно на нём подымать мебель, и можно было лечь на пол лифта.)"
601,1034,2023-07-14 15:14:33+00:00,В домах нового фонда уже есть грузовые лифты 😊
602,1034,2023-07-14 15:15:35+00:00,Отлично! Как раз в таких домах и сниму квартиру)))
603,1034,2023-07-14 15:18:41+00:00,Достаточно лишь устроить в одну из местных компаний 🤗
604,1034,2023-07-14 15:20:12+00:00,А какие компании есть в вашем городе?
605,1034,2023-07-14 15:22:38+00:00,У нас 342 IT-компании компании в Особой экономической зоне и ещё много сервисных. Вот тут есть список: https://sezinnopolis.ru/residents/
606,1034,2023-07-14 15:27:39+00:00,Спасибо! Я уже выбрал для себя компанию =)
607,1034,2023-07-17 09:02:28+00:00,"Zanuda-mode.on()

Прошу коктейль ""синяя смерть"" переименовать в ""BSOD"" .

Прошу коктейль ""Sys.Exit()"" переименовать в ""system.exit(0)""

Zanuda-mode.off()"
608,1034,2023-07-17 09:03:40+00:00,Передадим 😅
609,1034,2023-07-17 09:08:11+00:00,Малоэтажное строительство прекрасно! ❤️
610,1034,2023-07-17 11:13:52+00:00,А почему вы так решили? Мне кажется 10-этажные здание будут лучше.
611,1034,2023-07-18 08:11:34+00:00,Добрый день! Подскажите а 29го июля планируется вечеринка? Можно купить билеты?
612,1034,2023-07-18 08:14:43+00:00,Не планировали 😅
613,1032,2023-07-17 10:59:30+00:00,Вышел в розовых тапках - дошел в кроссовках. 😅
614,1023,2023-08-12 07:42:09+00:00,"Имеются ли в инополисе спецы по гаджетам железа,и настройке гаджетов компьютеров и стартовал и где это точка и или только спортсмены,продавца алкоголя,аптекари.Гость города."
615,1023,2023-08-12 07:42:59+00:00,"Да, есть, можете связаться с ними в чате
https://t.me/innophone"
616,1016,2023-07-04 09:19:29+00:00,
617,1016,2023-07-04 09:19:29+00:00,
618,1016,2023-07-04 09:19:29+00:00,
619,1016,2023-07-04 09:19:29+00:00,
620,1016,2023-07-04 09:19:29+00:00,
621,1016,2023-07-04 09:19:29+00:00,
622,1016,2023-07-04 09:19:29+00:00,
623,1016,2023-07-04 09:19:29+00:00,
624,1016,2023-07-04 09:20:40+00:00,"Наконец-то! Уже давно пора поменять фон на своих гаджетах. Спасибо за информацию о доступных для загрузки высококачественных обоях. Не могу дождаться, чтобы украсить свои устройства новыми красивыми картинками!"
625,1016,2023-07-04 09:54:16+00:00,👍👍
626,1016,2023-07-04 11:55:29+00:00,Что-то не так с порядком)
627,1016,2023-07-04 11:56:50+00:00,"Спасибо, сейчас подправим 👌"
628,1016,2023-07-05 15:55:46+00:00,Только прикрепленные файлы такие же остались
629,1016,2023-07-05 15:58:12+00:00,
630,1016,2023-07-05 15:58:12+00:00,
631,1016,2023-07-05 15:58:12+00:00,
632,1016,2023-07-05 15:58:12+00:00,
633,1016,2023-07-05 15:58:12+00:00,
634,1016,2023-07-05 15:58:12+00:00,
635,1016,2023-07-05 15:58:12+00:00,
636,1016,2023-07-05 15:58:12+00:00,
637,1016,2023-07-05 15:58:12+00:00,
638,1016,2023-07-05 15:58:12+00:00,
639,1016,2023-07-05 15:58:47+00:00,"Ой. Загрузили обновлённые файлы 🙌
https://t.me/c/1654055563/3786"
640,1016,2023-07-06 10:59:16+00:00,"Добрый день! От гуманитарного института (тандем), где именно утром проезжает автобус, подскажите пожалуйста?"
641,1016,2023-07-06 14:52:38+00:00,Остановка рядом с Татмедиа
642,1016,2023-07-10 12:58:24+00:00,"Товарищи, у меня для вас хорошие новости! В 2032 году население Иннополиса будет составлять 250 тысяч. человек"
643,1016,2023-07-14 09:03:36+00:00,"Крутая рубрика с заставками и календарями, спасибо вам большое! всегда знаю, что ставить на рабочий стол. Очень радует глаз."
644,1005,2023-06-30 13:18:52+00:00,"Как же все аккуратно и со стилем, в который раз жалею, что там не живу"
645,1005,2023-06-30 13:19:18+00:00,Пора переезжать 😉
646,1005,2023-06-30 13:20:53+00:00,"С радостью, но семья и работа не позволяют. Пока, только в гости, полюбоваться, езжу"
647,1005,2023-06-30 13:30:13+00:00,красота!!❤️
648,1005,2023-06-30 15:14:28+00:00,восторг!!!😍😍😍
649,1005,2023-06-30 15:19:34+00:00,❤️
